yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
196807,97.74,3.0033,5.6,-0.017444,-0.018664,0.0624,0.0698,0.0517,0.0289,0.0341,0.0531,0.0048,0.030728,0.03016,0.057295,0.536309,0.539638,-0.0014,0.0074,0.0052,0.005764,,0.013886,0.000757,,,0.002616385,,,,,,-2.202598,,,0.092423,0,,,0.087813,-0.035196,0.008286,0.314717,0.107397,0.936294,0.887303,-2.913085,0.034753,,,,1.070281,,0.104282,,
196808,98.86,3.0167,5.63,0.016415,0.011259,0.0602,0.0682,0.052,-0.0003,0.0206,0.0509,0.0042,0.030515,0.030864,0.056949,0.535821,0.531802,0.0011,0.008,0.0209,0.002865,,0.018035,0.000316,,,0.002881583,,,,,,-2.049587,,,0.092189,0,,,-0.117628,0.04167,0.0154,0.318821,0.124793,0.950089,0.900377,-2.918377,0.022363,,,,1.070281,,0.108642,,
196809,102.67,3.03,5.66,0.039351,0.03821,0.0597,0.0679,0.0531,-0.0102,-0.0053,0.0519,0.0043,0.029512,0.030649,0.055128,0.535336,0.509195,0.0012,0.0082,0.0049,0.002857,,0.018287,0.000268,,,0.002411819,,,,,,-2.083081,,,0.092953,0,,,-0.08778,0.036434,0.070068,0.307164,0.109245,0.99227,0.940351,-2.951258,0.025558,,,,1.070281,,0.105349,,
196810,103.41,3.0433,5.6933,0.008587,0.006751,0.0609,0.0684,0.0543,-0.0132,-0.016,0.0535,0.0044,0.02943,0.029642,0.055056,0.534543,0.50032,0.0008,0.0075,-0.0028,0.005698,,0.01941,0.000268,,,0.002547129,,,,,,-2.150876,,,0.091922,0,,,-0.067906,0.047739,0.030643,0.303031,0.122309,0.984393,0.957032,-2.953705,0.022697,,,,1.070281,,0.070153,,
196811,108.37,3.0567,5.7267,0.05358,0.048659,0.0619,0.0701,0.0566,-0.0269,-0.0226,0.0545,0.0042,0.028206,0.029559,0.052844,0.53376,0.483717,0.0021,0.0082,0.0043,0.002833,,0.021189,0.000263,,,0.002462321,,,,,,-2.159389,,,0.101765,0,,,-0.155167,0.008825,0.085272,0.297957,0.128761,1,0.989881,-2.995852,0.029914,,,,1.070281,,0.051608,,
196812,103.86,3.07,5.76,-0.040826,-0.042141,0.0645,0.0723,0.0598,-0.0363,-0.0233,0.0596,0.0043,0.029559,0.028329,0.055459,0.532986,0.504901,0.0002,0.0078,0.013,0.002825,,0.031961,0.000334,,,0.002347561,,,,,,-2.216021,,,0.101912,0,,,-0.099073,0.023482,0.034773,0.302431,0.111248,0.957918,0.948349,-2.950658,0.029045,,,,1.070281,,0.07552,,
196901,103.01,3.08,5.78,-0.007547,-0.008612,0.0659,0.0732,0.0617,-0.0206,0.0139,0.0614,0.0053,0.0299,0.029655,0.056111,0.532872,0.503673,0.0003,0.0073,0.0345,0.002817,,0.036524,0.000607,,,0.00219688,,,,,,-2.081829,,,0.104942,-0.003257,,,-0.303879,0.014613,0.052062,0.313421,0.103225,0.960252,0.950661,-2.939069,0.022361,,,,1.070281,,0.102606,,
196902,98.13,3.09,5.8,-0.042321,-0.047384,0.0666,0.073,0.0618,0.0042,-0.016,0.0612,0.0046,0.031489,0.029997,0.059105,0.532759,0.526397,0.0006,0.0064,-0.0202,0.005618,,0.041317,0.000596,,,0.002335729,,,,,,-2.093255,,,0.108322,0,,,-0.391885,0.034414,-0.024315,0.315972,0.116945,0.918799,0.909622,-2.888495,0.025855,,,,-1.078092,,0.120444,,
196903,101.51,3.1,5.82,0.034847,0.033599,0.0685,0.0751,0.062,0.001,-0.02,0.0602,0.0046,0.030539,0.031591,0.057334,0.532646,0.55704,0.0018,0.0066,-0.021,0.00838,,0.039508,0.000542,,,0.002297385,,,,,,-1.963899,,,0.113138,0.039216,,,-0.261142,0.018262,0.058942,0.316519,0.125321,0.949523,0.940039,-2.919952,0.028174,,,,-1.357027,,0.159013,,
196904,103.69,3.11,5.8267,0.022771,0.021449,0.0689,0.0754,0.0593,0.0427,0.0335,0.0611,0.0053,0.029993,0.030637,0.056193,0.533753,0.548422,-0.0018,0.0065,-0.0092,0.00554,,0.044291,0.00055,,,0.001884274,,,,,,-1.953451,,,0.106463,0.009434,,,-0.26294,0.075987,0.096665,0.314837,0.14497,0.964444,0.954811,-2.938831,0.025925,,,,-0.01949,,0.164203,,
196905,103.46,3.12,5.8333,0.003854,-0.001862,0.0679,0.0752,0.0635,-0.049,-0.0227,0.0604,0.0048,0.030157,0.03009,0.056382,0.534857,0.555804,0.0031,0.0073,0.0263,0.002755,,0.044006,0.000427,,,0.001576849,,,,,,-1.956048,,,0.09969,0,,,-0.388598,0.030338,0.035913,0.319087,0.141018,0.951635,0.942129,-2.93688,0.026813,,,,-0.243934,,0.143466,,
196906,97.71,3.13,5.84,-0.054357,-0.055686,0.0698,0.077,0.0623,0.0214,0.0035,0.0644,0.0051,0.032034,0.030253,0.059769,0.535959,0.596777,-0.0021,0.0072,-0.0179,0.005495,,0.045153,0.000752,,,0.001192764,,,,,,-1.990412,,,0.10643,0,,,-0.425183,0.002375,0.044218,0.314787,0.165044,0.886298,0.877446,-2.880905,0.031115,,,,-2.667391,,0.159078,,
196907,91.83,3.1367,5.8567,-0.058632,-0.059919,0.0708,0.0784,0.0621,0.0079,0.0005,0.07,0.0053,0.034157,0.032102,0.063777,0.535572,0.639018,-0.0079,0.0076,-0.0074,0.005464,,0.051161,0.002306,,,0.001560761,,,,,,-2.050292,,,0.108714,0,,,-0.390554,0.005112,0.077104,0.341133,0.16897,0.827712,0.819444,-2.817396,0.027091,,,,-2.667391,,0.24184,,
196908,95.51,3.1433,5.8733,0.045728,0.04018,0.0697,0.0786,0.063,-0.0069,-0.002,0.0698,0.005,0.032911,0.03423,0.061494,0.535187,0.622789,-0.0068,0.0089,0.0049,0.005435,,0.046915,0.000918,,,0.001476737,,,,,,-1.892773,,,0.108035,0,,,-0.386984,0.005303,0.080993,0.303206,0.172782,0.849281,0.840798,-2.853566,0.029644,,,,-2.667391,,0.265685,,
196909,93.12,3.15,5.89,-0.023941,-0.025285,0.0714,0.0805,0.0677,-0.0531,-0.0244,0.0709,0.0062,0.033827,0.032981,0.063252,0.534805,0.640888,-0.0032,0.0091,0.0287,0.002703,,0.048391,0.000892,,,0.002174667,,,,,,-1.899589,,,0.104839,0,,,-0.405841,0.030263,0.02344,0.315544,0.172,0.825296,0.817053,-2.829786,0.028678,,,,-2.667391,,0.262655,,
196910,97.24,3.1533,5.8533,0.0469,0.044661,0.0733,0.0822,0.0653,0.0365,0.0127,0.07,0.006,0.032428,0.033863,0.060195,0.538724,0.608769,-0.0047,0.0089,-0.0238,0.005391,,0.04863,0.000754,,,0.00184468,,,,,,-1.972658,,,0.102165,0,,,-0.30483,-0.004059,0.079547,0.314507,0.168118,0.86884,0.860162,-2.878764,0.034197,,,,-2.667391,,0.177822,,
196911,93.81,3.1567,5.8167,-0.029152,-0.034433,0.0735,0.0825,0.0676,-0.0243,-0.0471,0.0724,0.0052,0.03365,0.032463,0.062005,0.542694,0.641512,-0.0048,0.009,-0.0228,0.005362,,0.047904,0.000509,,,0.001540825,,,,,,-1.932061,,,0.089731,0,,,-0.260958,-0.006371,0.075051,0.322509,0.17473,0.824494,0.816259,-2.84951,0.023743,,,,-2.667391,,0.162814,,
196912,92.06,3.16,5.78,-0.016922,-0.018365,0.0772,0.0865,0.0687,-0.0068,-0.0134,0.0782,0.0064,0.034325,0.033685,0.062785,0.546713,0.651082,-0.0095,0.0093,-0.0066,0.005333,,0.034274,0.001164,,,0.000822252,,,,,,-1.971086,,,0.084085,0,,,-0.180334,-0.013518,0.055248,0.309228,0.19008,0.826093,0.804261,-2.841752,0.032806,,,,-2.667391,,0.177908,,
197001,85.02,3.1633,5.73,-0.075398,-0.076809,0.0791,0.0886,0.0693,-0.0021,0.0141,0.0787,0.006,0.037207,0.034362,0.067396,0.552065,0.700347,-0.0094,0.0095,0.0162,0.002653,,0.034473,0.001067,,,0.000907608,,,,,,-1.898204,,,0.062437,0,,,0.088404,-0.023882,-0.032488,0.336497,0.166246,0.767983,0.747686,-2.772186,0.034679,,,,-2.667391,,0.169649,,
197002,89.5,3.1667,5.68,0.059521,0.053615,0.0793,0.0878,0.0651,0.0587,0.0401,0.0713,0.0062,0.035382,0.037246,0.063464,0.557512,0.670148,-0.0062,0.0085,-0.0186,0.005291,,0.035855,0.001059,,,0.000378918,,,,,,-1.899296,,,0.058826,0,,,0.024522,-0.028085,0.058536,0.325192,0.208074,0.802591,0.78138,-2.827187,0.031733,,,,-2.667391,,0.188712,,
197003,89.63,3.17,5.63,0.002806,0.001232,0.0784,0.0863,0.0661,-0.0068,-0.0045,0.0663,0.0057,0.035368,0.035419,0.062814,0.563055,0.690327,-0.0002,0.0079,0.0023,0.005263,,0.035842,0.000964,,,-0.000431436,,,,,,-1.842232,,,0.054579,0,,,0.066062,-0.038599,0.036728,0.341172,0.219276,0.810827,0.789399,-2.835893,0.030171,,,,-2.422314,,0.189575,,
197004,81.52,3.1733,5.5933,-0.088831,-0.090035,0.0783,0.087,0.0699,-0.0413,-0.025,0.0651,0.005,0.038927,0.035405,0.068613,0.567342,0.736751,0.0048,0.0087,0.0163,0.007853,,0.035712,0.001615,,,0.000493994,,,,,,-1.853591,,,0.049059,0,,,0.13547,-0.049046,0.058766,0.371085,0.242173,0.759736,0.739657,-2.75057,0.049256,,,,-2.667391,,0.227114,,
197005,76.55,3.1767,5.5567,-0.054689,-0.061112,0.0811,0.0898,0.0743,-0.0468,-0.0163,0.0684,0.0053,0.041498,0.038968,0.072589,0.571686,0.774228,0.0059,0.0087,0.0305,0.002597,,0.038661,0.008152,,,-0.000237626,,,,,,-2.118697,,,0.044953,0,,,0.217672,-0.039496,0.168126,0.361674,0.241113,0.750603,0.703854,-2.699072,0.034718,,,,-2.667391,,0.412797,,
197006,72.72,3.18,5.52,-0.049032,-0.050902,0.0848,0.0925,0.0709,0.0486,0.0001,0.0668,0.0058,0.043729,0.041541,0.075908,0.576087,0.793381,0.0041,0.0077,-0.0485,0.005181,,0.042291,0.002652,,,-0.000252295,,,,,,-1.876435,,,0.038777,0,,,0.172734,-0.023277,0.025759,0.324789,0.233499,0.771374,0.686861,-2.653717,0.035648,,,,-2.667391,,0.401266,,
197007,78.05,3.1833,5.4667,0.075523,0.073219,0.0844,0.094,0.0687,0.0319,0.0556,0.0645,0.0052,0.040786,0.043775,0.070041,0.582316,0.738708,0.0042,0.0096,0.0237,0.005155,,0.043074,0.002126,,,0.00032781,,,,,,-1.735103,,,0.038296,0,,,0.215378,-0.032076,0.060447,0.335771,0.220262,0.850611,0.737698,-2.730628,0.03682,,,,-2.667391,,0.403954,,
197008,81.52,3.1867,5.4133,0.049778,0.043782,0.0813,0.0944,0.0694,-0.0019,0.01,0.0641,0.0053,0.039091,0.040829,0.066405,0.588671,0.709278,0.0053,0.0131,0.0119,0,,0.038729,0.001887,,,0.001517596,,,,,,-1.707529,,,0.033582,0,,,0.281232,-0.036314,0.104923,0.348935,0.220602,0.885905,0.768306,-2.784584,0.027116,,,,-2.422314,,0.283603,,
197009,84.21,3.19,5.36,0.034702,0.033021,0.0809,0.0939,0.068,0.0228,0.0139,0.0612,0.0054,0.037881,0.039132,0.06365,0.595149,0.712915,0.0068,0.013,-0.0089,0.005128,,0.037942,0.001058,,,0.000875697,,,,,,-1.865674,,,0.023742,0,,,0.346577,-0.026069,0.048771,0.325503,0.203412,0.881386,0.764387,-2.825647,0.062051,,,,-0.80824,,0.245417,,
197010,83.25,3.1733,5.2833,-0.009032,-0.011639,0.0803,0.0933,0.0693,-0.0109,-0.0096,0.0591,0.0046,0.038118,0.037684,0.063463,0.600631,0.717698,0.0102,0.013,0.0013,0.005102,,0.036962,0.001043,,,0.000624019,,,,,,-1.763535,,,0.000612,0,,,0.32789,-0.053708,0.032459,0.346169,0.234664,0.875511,0.759293,-2.82803,0.034887,,,,-0.269405,,0.233601,,
197011,87.2,3.1567,5.2067,0.054387,0.048836,0.0805,0.0938,0.0637,0.0791,0.0584,0.0528,0.0046,0.0362,0.037918,0.05971,0.606274,0.68292,0.0109,0.0133,-0.0207,0.005076,,0.035225,0.000885,,,0.000571135,,,,,,-1.761137,,,-0.008381,0,,,0.267143,-0.017696,0.072894,0.346913,0.256303,0.978775,0.79796,-2.884426,0.035607,,,,0.563853,,0.201965,,
197012,92.15,3.14,5.13,0.058684,0.057358,0.0764,0.0912,0.0648,-0.0084,0.0372,0.0487,0.0042,0.034075,0.036009,0.05567,0.612086,0.646426,0.0161,0.0148,0.0456,0.005051,,0.031462,0.000535,,,0.001512501,,,,,,-1.835202,,,0.011413,0.062305,,,0.19467,0.014812,0.022018,0.327495,0.241287,0.996342,0.843009,-2.950253,0.028295,,,,1.070281,,0.178821,,
197101,95.88,3.13,5.16,0.042828,0.0415,0.0736,0.0874,0.0612,0.0506,0.0532,0.0444,0.0038,0.032645,0.033966,0.053817,0.606589,0.62441,0.0168,0.0138,0.0026,0,,0.030593,0.000541,,,0.001697625,,,,,,-1.929727,,,0.016166,0,,,0.220057,0.03395,0.033317,0.325397,0.231981,1,0.872733,-2.982691,0.049268,,,,1.070281,,0.132863,,
197102,96.75,3.12,5.19,0.013317,0.008152,0.0708,0.0839,0.0629,-0.0163,-0.0366,0.037,0.0033,0.032248,0.032541,0.053643,0.601156,0.61707,0.0259,0.0131,-0.0203,0.002513,,0.025801,0.000451,,,0.001894826,,,,,,-1.965716,,,0.011352,0,,,0.111895,0.035576,0.021672,0.330002,0.208057,0.987383,0.883113,-2.984703,0.02625,,,,1.070281,,0.11175,,
197103,100.31,3.11,5.22,0.039068,0.037624,0.0721,0.0846,0.0593,0.0526,0.0258,0.0338,0.003,0.031004,0.032145,0.052039,0.595785,0.633811,0.0255,0.0125,-0.0268,0.002506,,0.026399,0.000493,,,0.002105175,,,,,,-1.880026,,,0.007365,0,,,0.090229,-0.005218,0.075323,0.31236,0.208321,0.98641,0.908778,-3.011203,0.031432,,,,1.070281,,0.115436,,
197104,103.95,3.1067,5.2533,0.036965,0.035789,0.0725,0.0845,0.0619,-0.0283,-0.0236,0.0386,0.0028,0.029886,0.030971,0.050537,0.591372,0.608654,0.0233,0.012,0.0047,0.0025,,0.026557,0.000308,,,0.002043233,,,,,,-1.87722,,,0.010068,0,,,-0.086748,-0.021171,0.009818,0.325382,0.203225,0.990461,0.94634,-3.041712,0.031933,,,,1.070281,,0.099809,,
197105,99.63,3.1033,5.2867,-0.03715,-0.042138,0.0753,0.0862,0.0624,-0.0006,-0.0161,0.0414,0.0029,0.031149,0.029854,0.053063,0.58701,0.63141,0.021,0.0109,-0.0155,0.004988,,0.029723,0.000539,,,0.001824613,,,,,,-1.809389,,,0.012236,0,,,-0.081959,-0.047895,0.048242,0.3339,0.230697,0.954765,0.912234,-2.998216,0.024068,,,,1.070281,,0.122411,,
197106,99.7,3.1,5.32,0.002439,0.001061,0.0764,0.0875,0.0641,-0.0159,0.0107,0.0475,0.0037,0.031093,0.031115,0.05336,0.582707,0.643221,0.0166,0.0111,0.0266,0.007444,,0.027278,0.000925,,,0.001377755,,,,,,-1.826062,,,0.013529,0,,,-0.163995,-0.04177,0.050367,0.346453,0.122213,0.937233,0.895483,-2.993855,0.030575,,,,1.070281,,0.153066,,
197107,95.58,3.0967,5.3567,-0.040827,-0.041901,0.0764,0.0876,0.0643,0.003,-0.0025,0.054,0.004,0.032399,0.03106,0.056044,0.578096,0.667731,0.0103,0.0112,-0.0055,0.002463,,0.025796,0.000518,,,0.001536027,,,,,,-1.758096,,,0.007735,0,,,-0.292084,-0.026909,-0.05141,0.332421,0.148747,0.902831,0.862614,-2.946753,0.025812,,,,0.801597,,0.177505,,
197108,99.03,3.0933,5.3933,0.042036,0.036549,0.0759,0.0876,0.061,0.0471,0.0554,0.0494,0.0047,0.031236,0.032364,0.054462,0.573547,0.638258,0.0116,0.0117,0.0083,0.002457,,0.026782,0.002451,,,0.001428452,,,,,,-1.890343,,,-0.000968,0,,,-0.295017,0.009636,0.106135,0.345052,0.146164,0.944522,0.902447,-2.973986,0.036615,,,,0.5153,,0.253167,,
197109,98.34,3.09,5.43,-0.005038,-0.006387,0.0744,0.0859,0.0598,0.0204,-0.0102,0.0469,0.0037,0.031422,0.031203,0.055217,0.569061,0.646085,0.0129,0.0115,-0.0306,0,,0.027934,0.000524,,,0.001167068,,,,,,-1.74095,,,0.012275,0,,,-0.162763,0.026645,0.050729,0.354584,0.148853,0.933079,0.891514,-2.956081,0.023744,,,,0.246615,,0.249676,,
197110,94.23,3.0833,5.52,-0.040129,-0.042015,0.0739,0.0848,0.0588,0.0167,0.0282,0.0446,0.0037,0.032721,0.031354,0.05858,0.558574,0.683194,0.0142,0.0109,0.0115,0.002451,,0.029244,0.000662,,,0.000980804,,,,,,-1.778278,,,0.016857,0,,,-0.223649,0.007098,0.019399,0.354217,0.149234,0.882396,0.843089,-2.894969,0.027037,,,,-1.10033,,0.250128,,
197111,93.99,3.0767,5.61,0.002898,-0.002029,0.0726,0.0838,0.0596,-0.0047,0.0029,0.0422,0.0037,0.032734,0.032651,0.059687,0.548426,0.689489,0.0174,0.0112,0.0076,0,,0.029452,0.001866,,,0.00142819,,,,,,-1.805061,,,0.01822,0,,,-0.224833,0.012378,0.088465,0.361518,0.156362,0.87434,0.835392,-2.875113,0.027114,,,,-2.165904,,0.240958,,
197112,102.09,3.07,5.7,0.08788,0.086486,0.0725,0.0838,0.0597,0.0044,0.0223,0.0401,0.0037,0.030072,0.032663,0.055833,0.538596,0.6439,0.0196,0.0113,0.0179,0.00489,,0.034023,0.001183,,,0.00225388,,,,,,-1.880437,,,0.02683,0,,,-0.260134,0.009137,0.047661,0.353345,0.169348,0.936245,0.894539,-2.942997,0.02972,,,,-1.352914,,0.244042,,
197201,103.94,3.07,5.7367,0.019088,0.017814,0.0719,0.0823,0.0606,-0.0063,-0.0033,0.0338,0.0029,0.029536,0.030072,0.055192,0.535154,0.635357,0.0268,0.0104,0.003,0,,0.033075,0.000494,,,0.002350457,,,,,,-1.895903,,,0.047651,0,,,-0.138991,0.012731,0.058227,0.350256,0.144347,0.948834,0.906567,-2.954732,0.050119,,,,0.273064,,0.232647,,
197202,106.57,3.07,5.7733,0.030221,0.025416,0.0727,0.0823,0.0602,0.0088,0.0107,0.032,0.0025,0.028807,0.029536,0.054174,0.531756,0.617586,0.0282,0.0096,0.0019,0.004866,,0.03303,0.000284,,,0.002295508,,,,,,-1.834086,,,0.054788,0,,,-0.215808,0.024652,0.060102,0.341584,0.138341,0.976136,0.932653,-2.974576,0.0266,,,,1.070281,,0.137524,,
197203,107.2,3.07,5.81,0.007315,0.006132,0.0724,0.0824,0.0613,-0.0082,0.0024,0.0373,0.0027,0.028638,0.028807,0.054198,0.528399,0.645902,0.024,0.01,0.0106,0.002421,,0.031723,0.000545,,,0.002239723,,,,,,-1.81658,,,0.058991,0,,,-0.249586,0.014181,0.028319,0.341869,0.147057,0.989357,0.945285,-2.974045,0.026232,,,,1.070281,,0.121596,,
197204,107.67,3.07,5.8633,0.005476,0.004658,0.073,0.0824,0.0615,0.0027,0.0035,0.0371,0.0029,0.028513,0.028638,0.054456,0.523593,0.636784,0.0244,0.0094,0.0008,0.002415,,0.032492,0.000383,,,0.002028636,,,,,,-1.816,,,0.066001,0,,,-0.318824,0.01056,0.070497,0.347558,0.162914,0.984777,0.95882,-2.970413,0.021392,,,,1.070281,,0.120752,,
197205,109.53,3.07,5.9167,0.022019,0.016763,0.073,0.0823,0.0597,0.027,0.0163,0.0369,0.003,0.028029,0.028513,0.054019,0.518873,0.632442,0.0228,0.0093,-0.0107,0.00241,,0.030657,0.000769,,,0.001828001,,,,,,-1.799181,,,0.063233,0,,,-0.472795,0.025363,-0.011485,0.356773,0.175596,0.989158,0.965402,-2.977919,0.02814,,,,1.070281,,0.164471,,
197206,107.14,3.07,5.97,-0.020156,-0.021378,0.0723,0.082,0.0607,-0.0065,-0.0068,0.0391,0.0029,0.028654,0.028029,0.055721,0.514238,0.654015,0.0216,0.0097,-0.0003,0.002404,,0.034199,0.000365,,,0.00154141,,,,,,-1.677472,,,0.062988,0,,,-0.449791,0.03412,0.06811,0.352835,0.152923,0.95653,0.933558,-2.946696,0.026873,,,,1.070281,,0.154161,,
197207,107.39,3.0733,6.0267,0.003245,0.002126,0.0721,0.0823,0.0593,0.0216,0.003,0.0398,0.0031,0.028618,0.028685,0.056119,0.509955,0.65705,0.0195,0.0102,-0.0186,0.004796,,0.033325,0.000595,,,0.001348536,,,,,,-1.72098,,,0.059204,0,,,-0.445495,0.024299,0.01578,0.361188,0.151656,0.952113,0.929247,-2.939579,0.025079,,,,1.070281,,0.163589,,
197208,111.09,3.0767,6.0833,0.039425,0.034649,0.0719,0.0819,0.0595,0.0029,0.0072,0.0402,0.0029,0.027695,0.02865,0.05476,0.505754,0.630467,0.0193,0.01,0.0043,0.002387,,0.031849,0.000595,,,0.001068882,,,,,,-1.707336,,,0.070087,0.029326,,,-0.520953,0.031421,0.045851,0.3684,0.170791,0.989954,0.968427,-2.965037,0.037871,,,,1.070281,,0.138406,,
197209,110.55,3.08,6.14,-0.003277,-0.004516,0.0722,0.0809,0.0606,-0.0083,0.0031,0.0466,0.0034,0.027861,0.027725,0.05554,0.501629,0.637385,0.014,0.0087,0.0114,0.002381,,0.03287,0.000466,,,0.000883967,,,,,,-1.626262,,,0.074882,0,,,-0.515442,0.065389,0.092552,0.37722,0.173876,0.979209,0.957916,-2.954087,0.019181,,,,1.070281,,0.147254,,
197210,111.58,3.1033,6.2333,0.010878,0.009503,0.0721,0.0806,0.0591,0.0234,0.0101,0.0474,0.004,0.027813,0.028072,0.055864,0.497861,0.635884,0.0117,0.0085,-0.0133,0.004751,,0.032353,0.000858,,,0.000908539,,,,,,-1.667588,,,0.084859,0,,,-0.609151,0.03257,0.025722,0.389829,0.173965,0.98152,0.960177,-2.947618,0.027554,,,,1.070281,,0.165882,,
197211,116.67,3.1267,6.3267,0.050297,0.045173,0.0712,0.0799,0.0577,0.0226,0.0249,0.0478,0.0037,0.026799,0.028022,0.054227,0.494205,0.596733,0.0099,0.0087,0.0023,0.002364,,0.030952,0.000488,,,0.000483774,,,,,,-1.822025,,,0.093755,0,,,-0.603827,0.03239,0.042867,0.373544,0.163377,0.993172,0.993172,-2.975482,0.031369,,,,1.070281,,0.163117,,
197212,118.05,3.15,6.42,0.013663,0.012622,0.0708,0.0793,0.0599,-0.0229,-0.0004,0.0507,0.0037,0.026684,0.026999,0.054384,0.490654,0.595675,0.0092,0.0085,0.0225,0.002358,,0.034203,0.000517,,,0.000311447,,,,,,-1.766004,,,0.102106,0,,,-0.668543,0.055676,0.055137,0.373903,0.187903,0.984319,0.984319,-2.97335,0.024382,,,,1.070281,,0.170034,,
197301,116.03,3.1567,6.5467,-0.016752,-0.018044,0.0715,0.079,0.0685,-0.0321,-0.0054,0.0541,0.0044,0.027206,0.02674,0.056422,0.482179,0.608196,0.0144,0.0075,0.0267,0.002353,,0.035647,0.000516,,,-0.000120303,,,,,,-1.783679,,,0.106553,0,,,-0.735233,0.062123,0.005319,0.392046,0.196785,0.94991,0.94991,-2.937491,0.031097,,,,1.070281,,0.146177,0.107802,
197302,111.68,3.1633,6.6733,-0.033818,-0.038229,0.0722,0.0797,0.0688,0.0014,0.0023,0.056,0.0041,0.028325,0.027263,0.059754,0.474026,0.636184,0.0128,0.0075,0.0009,0.007042,,0.0363,0.001265,,,-0.00020733,,,,,,-1.735798,,,0.118186,0,,,-0.730526,0.075681,0.005458,0.39271,0.206095,0.90812,0.90812,-2.881807,0.03459,,,,0.801597,,0.200835,0.790538,
197303,111.52,3.17,6.8,-0.001093,-0.002089,0.0729,0.0803,0.0686,0.0082,0.0045,0.0609,0.0046,0.028425,0.028385,0.060976,0.466176,0.676018,0.0077,0.0074,-0.0037,0.009324,,0.036706,0.001558,,,-0.000695859,,,,,,-1.696877,,,0.115743,0.014245,,,-0.735432,0.100356,0.020261,0.405414,0.211337,0.90426,0.90426,-2.862226,0.029082,,,,-1.067246,,0.239291,1.003497,
197304,106.97,3.1867,6.9433,-0.040064,-0.041236,0.0726,0.0809,0.0687,0.0046,0.0061,0.0626,0.0052,0.02979,0.028575,0.064909,0.458954,0.69772,0.0061,0.0083,0.0015,0.006928,,0.037833,0.001518,,,0.000165363,,,,,,-1.697087,,,0.111458,0.058989,,,-0.855958,0.082019,-0.018513,0.410694,0.218212,0.876134,0.876134,-2.799337,0.039002,,,,-2.667391,,0.280696,0.898645,
197305,104.95,3.2033,7.0867,-0.01395,-0.019002,0.0729,0.0806,0.0703,-0.0105,-0.0039,0.0636,0.0051,0.030522,0.029946,0.067524,0.452022,0.713216,0.0067,0.0077,0.0066,0.006881,,0.039602,0.003078,,,-7.34E-05,,,,,,-1.764374,,,0.115244,0,,,-0.815765,0.078401,0.022385,0.411239,0.233064,0.857098,0.857098,-2.761524,0.03884,,,,-2.667391,,0.344505,0.989752,
197306,104.26,3.22,7.23,-0.005178,-0.006522,0.0737,0.0813,0.071,-0.0021,-0.0056,0.0719,0.0051,0.030884,0.030681,0.069346,0.445367,0.720974,-0.0009,0.0076,-0.0035,0.006834,,0.039013,0.002165,,,0.000743978,,,,,,-1.646309,,,0.113655,0.095491,,,-0.853315,0.071773,0.01721,0.407635,0.128492,0.847875,0.847875,-2.735372,0.025229,,,,-2.667391,,0.362191,0.840809,
197307,108.22,3.2367,7.3833,0.039128,0.037679,0.0745,0.0824,0.076,-0.0433,-0.0476,0.0801,0.0064,0.029908,0.031044,0.068225,0.438375,0.693977,-0.0041,0.0079,-0.0043,0.002262,,0.03735,0.001868,,,0.00023903,,,,,,-1.706449,,,0.114531,-0.004843,,,-0.898408,0.050084,0.024139,0.382909,0.126664,0.88086,0.88086,-2.753814,0.059415,,,,-2.430475,,0.356412,0.646723,
197308,104.25,3.2533,7.5367,-0.031544,-0.036505,0.0768,0.0853,0.0728,0.0391,0.0356,0.0867,0.007,0.031207,0.030062,0.072294,0.431667,0.724337,-0.0139,0.0085,-0.0035,0.018059,,0.037389,0.001096,,,0.000252075,,,,,,-1.610834,,,0.110373,0,,,-0.899773,0.072844,0.04082,0.408133,0.120305,0.843938,0.843938,-2.698401,0.025093,,,,-2.667391,,0.291675,0.437879,
197309,108.43,3.27,7.69,0.042219,0.041038,0.0763,0.0863,0.0703,0.0318,0.0356,0.0829,0.0068,0.030158,0.031367,0.070921,0.425228,0.678809,-0.0126,0.01,0.0038,0.002217,,0.034361,0.000935,,,-5.46E-05,,,,,,-1.702888,,,0.115564,0.002433,,,-0.9473,0.065234,0.028113,0.385387,0.120842,0.900542,0.900542,-2.714683,0.027298,,,,-2.667391,,0.2141,0.351999,
197310,108.29,3.3067,7.8467,0.000312,-0.00156,0.076,0.0841,0.0689,0.0215,-0.0066,0.0722,0.0065,0.030535,0.030496,0.07246,0.421411,0.672082,-0.0033,0.0081,-0.0281,0.00885,,0.03466,0.001345,,,-0.000887358,,,,,,-1.792841,,,0.120746,0.359223,,,-0.834696,0.076315,-0.017054,0.374949,0.108163,0.909556,0.909556,-2.690418,0.034974,,,,-2.117989,,0.176346,0.456709,
