yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
189211,5.57,0.2383,0.3675,,,,,,,,,0.003447,0.042783,0.04263,0.065978,0.648435,,,,,,,,0.000778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189212,5.51,0.24,0.37,,,,,,,,,0.003433,0.043557,0.043088,0.067151,0.648649,,,,,,,,0.000957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189301,5.61,0.2408,0.3608,,,,,,,,,0.003698,0.042923,0.043702,0.064314,0.667406,,,,,,,,0.000902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189302,5.51,0.2417,0.3517,,,,,,,,,0.003403,0.043866,0.043084,0.063829,0.687233,,,,,,,,0.001716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189303,5.31,0.2425,0.3425,,,,,,,,,0.003307,0.045669,0.044011,0.064501,0.708029,,,,,,,,0.001241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189304,5.31,0.2433,0.3333,,,,,,,,,0.004657,0.045819,0.045819,0.062768,0.729973,,,,,,,,0.001631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189305,4.84,0.2442,0.3242,,,,,,,,,0.003883,0.050455,0.045989,0.066983,0.753239,,,,,,,,0.006066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189306,4.61,0.245,0.315,,,,,,,,,0.004576,0.053145,0.05062,0.06833,0.777778,,,,,,,,0.002971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189307,4.18,0.2458,0.3058,,,,,,,,,0.00589,0.058804,0.053319,0.073158,0.803793,,,,,,,,0.017439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189308,4.08,0.2467,0.2967,,,,,,,,,0.007668,0.060466,0.059019,0.072721,0.83148,,,,,,,,0.009678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189309,4.37,0.2475,0.2875,,,,,,,,,0.007462,0.056636,0.060662,0.065789,0.86087,,,,,,,,0.004453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189310,4.5,0.2483,0.2783,,,,,,,,,0.00575,0.055178,0.056819,0.061844,0.892203,,,,,,,,0.004594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189311,4.57,0.2492,0.2692,,,,,,,,,0.004001,0.05453,0.055378,0.058906,0.925706,,,,,,,,0.002224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189312,4.41,0.25,0.26,,,,,,,,,0.002872,0.056689,0.054705,0.058957,0.961538,,,,,,,,0.00167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189401,4.32,0.2467,0.2517,,,,,,,,,0.00234,0.057106,0.055941,0.058264,0.980135,,,,,,,,0.003061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189402,4.38,0.2433,0.2433,,,,,,,,,0.002208,0.055548,0.056319,0.055548,1,,,,,,,,0.000469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189403,4.51,0.24,0.235,,,,,,,,,0.002075,0.053215,0.054795,0.052106,1.021277,,,,,,,,0.001185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189404,4.57,0.2367,0.2267,,,,,,,,,0.001875,0.051794,0.052483,0.049606,1.044111,,,,,,,,0.000707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189405,4.4,0.2333,0.2183,,,,,,,,,0.001927,0.053023,0.05105,0.049614,1.068713,,,,,,,,0.001614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189406,4.34,0.23,0.21,,,,,,,,,0.001802,0.052995,0.052273,0.048387,1.095238,,,,,,,,0.001068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189407,4.25,0.2267,0.2017,,,,,,,,,0.001787,0.053341,0.052235,0.047459,1.123946,,,,,,,,0.000602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189408,4.41,0.2233,0.1933,,,,,,,,,0.001853,0.050635,0.052541,0.043832,1.155199,,,,,,,,0.002454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189409,4.48,0.22,0.185,,,,,,,,,0.001905,0.049107,0.049887,0.041295,1.189189,,,,,,,,0.001113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189410,4.34,0.2167,0.1767,,,,,,,,,0.00206,0.049931,0.048371,0.040714,1.226372,,,,,,,,0.001201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189411,4.34,0.2133,0.1683,,,,,,,,,0.001676,0.049147,0.049147,0.038779,1.26738,,,,,,,,0.001903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189412,4.3,0.21,0.16,,,,,,,,,0.001698,0.048837,0.048387,0.037209,1.3125,,,,,,,,0.00136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189501,4.25,0.2083,0.1675,,,,,,,,,0.001765,0.049012,0.048442,0.039412,1.243582,,,,,,,,0.000926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189502,4.19,0.2067,0.175,,,,,,,,,0.001927,0.049332,0.048635,0.041766,1.181143,,,,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189503,4.19,0.205,0.1825,,,,,,,,,0.002311,0.048926,0.048926,0.043556,1.123288,,,,,,,,0.001671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189504,4.37,0.2033,0.19,,,,,,,,,0.002525,0.046522,0.04852,0.043478,1.07,,,,,,,,0.000885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189505,4.61,0.2017,0.1975,,,,,,,,,0.002569,0.043753,0.046156,0.042842,1.021266,,,,,,,,0.003011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189506,4.7,0.2,0.205,,,,,,,,,0.001684,0.042553,0.043384,0.043617,0.97561,,,,,,,,0.000914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189507,4.72,0.1983,0.2125,,,,,,,,,0.001573,0.042013,0.042191,0.045021,0.933176,,,,,,,,0.000838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189508,4.79,0.1967,0.22,,,,,,,,,0.001809,0.041065,0.041674,0.045929,0.894091,,,,,,,,0.000581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189509,4.82,0.195,0.2275,,,,,,,,,0.0022,0.040456,0.04071,0.047199,0.857143,,,,,,,,0.002019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189510,4.75,0.1933,0.235,,,,,,,,,0.002613,0.040695,0.040104,0.049474,0.822553,,,,,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189511,4.59,0.1917,0.2425,,,,,,,,,0.003167,0.041765,0.040358,0.052832,0.790515,,,,,,,,0.001539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189512,4.32,0.19,0.25,,,,,,,,,0.002687,0.043981,0.041394,0.05787,0.76,,,,,,,,0.014505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189601,4.27,0.1892,0.2467,,,,,,,,,0.003145,0.044309,0.043796,0.057775,0.766923,,,,,,,,0.003485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189602,4.45,0.1883,0.2433,,,,,,,,,0.004067,0.042315,0.044098,0.054674,0.773942,,,,,,,,0.001789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189603,4.38,0.1875,0.24,,,,,,,,,0.003927,0.042808,0.042135,0.054795,0.78125,,,,,,,,0.001457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189604,4.42,0.1867,0.2367,,,,,,,,,0.003492,0.04224,0.042626,0.053552,0.788762,,,,,,,,0.000653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189605,4.4,0.1858,0.2333,,,,,,,,,0.003528,0.042227,0.042036,0.053023,0.796399,,,,,,,,0.00104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189606,4.32,0.185,0.23,,,,,,,,,0.002982,0.042824,0.042045,0.053241,0.804348,,,,,,,,0.004359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189607,4.04,0.1842,0.2267,,,,,,,,,0.002776,0.045594,0.042639,0.056114,0.812528,,,,,,,,0.007686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189608,3.81,0.1833,0.2233,,,,,,,,,0.003366,0.04811,0.045371,0.058609,0.820869,,,,,,,,0.007966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189609,4.01,0.1825,0.22,,,,,,,,,0.005403,0.045511,0.0479,0.054863,0.829545,,,,,,,,0.004309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189610,4.1,0.1817,0.2167,,,,,,,,,0.005764,0.044317,0.045312,0.052854,0.838486,,,,,,,,0.004515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189611,4.38,0.1808,0.2133,,,,,,,,,0.005809,0.041279,0.044098,0.048699,0.847632,,,,,,,,0.004214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189612,4.22,0.18,0.21,,,,,,,,,0.00358,0.042654,0.041096,0.049763,0.857143,,,,,,,,0.004962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189701,4.22,0.18,0.2183,,,,,,,,,0.002392,0.042654,0.042654,0.05173,0.824553,,,,,,,,0.001419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189702,4.18,0.18,0.2267,,,,,,,,,0.002082,0.043062,0.042654,0.054234,0.794001,,,,,,,,0.001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189703,4.19,0.18,0.235,,,,,,,,,0.001853,0.042959,0.043062,0.056086,0.765957,,,,,,,,0.001919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189704,4.06,0.18,0.2433,,,,,,,,,0.002097,0.044335,0.042959,0.059926,0.739827,,,,,,,,0.002092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189705,4.08,0.18,0.2517,,,,,,,,,0.002244,0.044118,0.044335,0.061691,0.715137,,,,,,,,0.001086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189706,4.27,0.18,0.26,,,,,,,,,0.002244,0.042155,0.044118,0.06089,0.692308,,,,,,,,0.001165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189707,4.46,0.18,0.2683,,,,,,,,,0.001942,0.040359,0.042155,0.060157,0.670891,,,,,,,,0.000998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189708,4.75,0.18,0.2767,,,,,,,,,0.002149,0.037895,0.040359,0.058253,0.650524,,,,,,,,0.002024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189709,4.98,0.18,0.285,,,,,,,,,0.002385,0.036145,0.037895,0.057229,0.631579,,,,,,,,0.003174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189710,4.82,0.18,0.2933,,,,,,,,,0.002665,0.037344,0.036145,0.060851,0.613706,,,,,,,,0.003458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189711,4.65,0.18,0.3017,,,,,,,,,0.002731,0.03871,0.037344,0.064882,0.596619,,,,,,,,0.003186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189712,4.75,0.18,0.31,,,,,,,,,0.002134,0.037895,0.03871,0.065263,0.580645,,,,,,,,0.001197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189801,4.88,0.1817,0.3133,,,,,,,,,0.002163,0.037234,0.038253,0.064201,0.579955,,,,,,,,0.002007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189802,4.87,0.1833,0.3167,,,,,,,,,0.002038,0.037639,0.037561,0.065031,0.578781,,,,,,,,0.002863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189803,4.65,0.185,0.32,,,,,,,,,0.001942,0.039785,0.037988,0.068817,0.578125,,,,,,,,0.010977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189804,4.57,0.1867,0.3233,,,,,,,,,0.003071,0.040853,0.040151,0.070744,0.577482,,,,,,,,0.004349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189805,4.87,0.1883,0.3267,,,,,,,,,0.003883,0.038665,0.041204,0.067084,0.57637,,,,,,,,0.004697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189806,5.06,0.19,0.33,,,,,,,,,0.003071,0.037549,0.039014,0.065217,0.575758,,,,,,,,0.001224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189807,5.08,0.1917,0.3333,,,,,,,,,0.00203,0.037736,0.037885,0.06561,0.575158,,,,,,,,0.000852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189808,5.27,0.1933,0.3367,,,,,,,,,0.00234,0.036679,0.038051,0.06389,0.574102,,,,,,,,0.001301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189809,5.26,0.195,0.34,,,,,,,,,0.002326,0.037072,0.037002,0.064639,0.573529,,,,,,,,0.001493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189810,5.15,0.1967,0.3433,,,,,,,,,0.002672,0.038194,0.037395,0.06666,0.572968,,,,,,,,0.001086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189811,5.32,0.1983,0.3467,,,,,,,,,0.002156,0.037274,0.038505,0.065169,0.571964,,,,,,,,0.000746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189812,5.65,0.2,0.35,,,,,,,,,0.002075,0.035398,0.037594,0.061947,0.571429,,,,,,,,0.00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189901,6.08,0.2008,0.3608,,,,,,,,,0.001875,0.033026,0.03554,0.059342,0.556541,,,,,,,,0.001711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189902,6.31,0.2017,0.3717,,,,,,,,,0.00178,0.031965,0.033174,0.058906,0.542642,,,,,,,,0.000895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189903,6.4,0.2025,0.3825,,,,,,,,,0.00189,0.031641,0.032092,0.059766,0.529412,,,,,,,,0.001291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189904,6.48,0.2033,0.3933,,,,,,,,,0.002488,0.031373,0.031766,0.060694,0.516908,,,,,,,,0.001256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189905,6.21,0.2042,0.4042,,,,,,,,,0.002363,0.032882,0.031512,0.065089,0.505195,,,,,,,,0.005032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189906,6.07,0.205,0.415,,,,,,,,,0.002296,0.033773,0.033011,0.068369,0.493976,,,,,,,,0.001547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189907,6.28,0.2058,0.4258,,,,,,,,,0.002082,0.032771,0.033904,0.067803,0.483326,,,,,,,,0.000867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189908,6.44,0.2067,0.4367,,,,,,,,,0.00234,0.032096,0.032914,0.067811,0.473323,,,,,,,,0.000507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189909,6.37,0.2075,0.4475,,,,,,,,,0.00285,0.032575,0.03222,0.070251,0.463687,,,,,,,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189910,6.34,0.2083,0.4583,,,,,,,,,0.003285,0.032855,0.0327,0.072287,0.454506,,,,,,,,0.001287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189911,6.46,0.2092,0.4692,,,,,,,,,0.003469,0.032384,0.032997,0.072632,0.445865,,,,,,,,0.000919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189912,6.02,0.21,0.48,,,,,,,,,0.003639,0.034884,0.032508,0.079734,0.4375,,,,,,,,0.009885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190001,6.1,0.2175,0.48,,,,,,,,,0.003979,0.035656,0.03613,0.078689,0.453125,,,,,,,,0.002432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190002,6.21,0.225,0.48,,,,,,,,,0.003278,0.036232,0.036885,0.077295,0.46875,,,,,,,,0.000838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190003,6.26,0.2325,0.48,,,,,,,,,0.002886,0.037141,0.03744,0.076677,0.484375,,,,,,,,0.001222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190004,6.34,0.24,0.48,,,,,,,,,0.003241,0.037855,0.038339,0.07571,0.5,,,,,,,,0.001425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190005,6.04,0.2475,0.48,,,,,,,,,0.002776,0.040977,0.039038,0.07947,0.515625,,,,,,,,0.001691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190006,5.86,0.255,0.48,,,,,,,,,0.00237,0.043515,0.042219,0.081911,0.53125,,,,,,,,0.001571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190007,5.86,0.2625,0.48,,,,,,,,,0.002355,0.044795,0.044795,0.081911,0.546875,,,,,,,,0.001287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190008,5.94,0.27,0.48,,,,,,,,,0.002613,0.045455,0.046075,0.080808,0.5625,,,,,,,,0.000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190009,5.8,0.2775,0.48,,,,,,,,,0.002731,0.047845,0.046717,0.082759,0.578125,,,,,,,,0.001446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190010,6.01,0.285,0.48,,,,,,,,,0.002842,0.047421,0.049138,0.079867,0.59375,,,,,,,,0.001255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190011,6.48,0.2925,0.48,,,,,,,,,0.003366,0.045139,0.048669,0.074074,0.609375,,,,,,,,0.002458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190012,6.87,0.3,0.48,,,,,,,,,0.002886,0.043668,0.046296,0.069869,0.625,,,,,,,,0.001228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190101,7.07,0.3017,0.4817,,,,,,,,,0.003145,0.042673,0.043916,0.068133,0.626323,,,,,,,,0.002529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190102,7.25,0.3033,0.4833,,,,,,,,,0.002613,0.041834,0.0429,0.066662,0.627561,,,,,,,,0.000944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190103,7.51,0.305,0.485,,,,,,,,,0.002363,0.040613,0.042069,0.064581,0.628866,,,,,,,,0.000448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190104,8.14,0.3067,0.4867,,,,,,,,,0.002407,0.037678,0.040839,0.059791,0.630162,,,,,,,,0.001804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190105,7.73,0.3083,0.4883,,,,,,,,,0.002569,0.039884,0.037875,0.063169,0.631374,,,,,,,,0.015129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190106,8.5,0.31,0.49,,,,,,,,,0.002569,0.036471,0.040103,0.057647,0.632653,,,,,,,,0.001117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190107,7.93,0.3117,0.4917,,,,,,,,,0.002547,0.039306,0.036671,0.062005,0.633923,,,,,,,,0.004989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190108,8.04,0.3133,0.4933,,,,,,,,,0.002813,0.038968,0.039508,0.061356,0.63511,,,,,,,,0.001368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
